['1', '3', '3', 'hotel'] 100001010101100101111000001100111000110111010110 : '
['0', '8', '2', 'beta'] 010010011111101011110011011001010010001000000010 : '
['0', '9', '2', 'beta'] 010010011111101010011101100001000010001000000010 : '
['0', '10', '2', 'beta'] 010010011111101010110101011011100010001000000010 : '
['0', '11', '2', 'beta'] 010010011111101010111000011110110010001000000010 : '
['10', '5', '1', 'beta'] 001011100010110010110001110011101101110110000000 : '
['11', '5', '1', 'beta'] 101000111001110010110001110011101101110110000000 : '
['12', '5', '1', 'beta'] 011100010111100010110001110011101101110110000000 : '
['10', '6', '1', 'beta'] 001011100010110010100100101111011101110110000000 : '
['11', '6', '1', 'beta'] 101000111001110010100100101111011101110110000000 : '
['12', '6', '1', 'beta'] 011100010111100010100100101111011101110110000000 : '
['10', '7', '1', 'beta'] 001011100010110001110001001001111101110110000000 : '
['11', '7', '1', 'beta'] 101000111001110001110001001001111101110110000000 : '
['12', '7', '1', 'beta'] 011100010111100001110001001001111101110110000000 : '
['10', '8', '1', 'beta'] 001011100010110011110011011001011101110110000000 : '
['11', '8', '1', 'beta'] 101000111001110011110011011001011101110110000000 : '
['12', '8', '1', 'beta'] 011100010111100011110011011001011101110110000000 : '
['10', '9', '1', 'beta'] 001011100010110010011101100001001101110110000000 : '
['11', '9', '1', 'beta'] 101000111001110010011101100001001101110110000000 : '
['12', '9', '1', 'beta'] 011100010111100010011101100001001101110110000000 : '
['4', '0', '3', 'gamma'] 000000000001000110111010100000011000110111010110 : '
['5', '0', '3', 'gamma'] 111110111011010010111010100000011000110111010110 : '
['6', '0', '3', 'gamma'] 101001100001111110111010100000011000110111010110 : '
['7', '0', '3', 'gamma'] 011111101111110110111010100000011000110111010110 : '
['8', '0', '3', 'gamma'] 001101111101001110111010100000011000110111010110 : '
['4', '1', '3', 'gamma'] 000000000001000110000000111110111000110111010110 : '
['5', '1', '3', 'gamma'] 111110111011010010000000111110111000110111010110 : '
['6', '1', '3', 'gamma'] 101001100001111110000000111110111000110111010110 : '
['7', '1', '3', 'gamma'] 011111101111110110000000111110111000110111010110 : '
['8', '1', '3', 'gamma'] 001101111101001110000000111110111000110111010110 : '
['4', '2', '3', 'gamma'] 000000000001000100001111110110101000110111010110 : '
['5', '2', '3', 'gamma'] 111110111011010000001111110110101000110111010110 : '
['6', '2', '3', 'gamma'] 101001100001111100001111110110101000110111010110 : '
['7', '2', '3', 'gamma'] 011111101111110100001111110110101000110111010110 : '
['8', '2', '3', 'gamma'] 001101111101001100001111110110101000110111010110 : '
['4', '0', '4', 'gamma'] 000000000001000110111010100000010110000001101101 : '
['5', '0', '4', 'gamma'] 111110111011010010111010100000010110000001101101 : '
['6', '0', '4', 'gamma'] 101001100001111110111010100000010110000001101101 : '
['7', '0', '4', 'gamma'] 011111101111110110111010100000010110000001101101 : '
['8', '0', '4', 'gamma'] 001101111101001110111010100000010110000001101101 : '
['4', '1', '4', 'gamma'] 000000000001000110000000111110110110000001101101 : '
['5', '1', '4', 'gamma'] 111110111011010010000000111110110110000001101101 : '
['6', '1', '4', 'gamma'] 101001100001111110000000111110110110000001101101 : '
['7', '1', '4', 'gamma'] 011111101111110110000000111110110110000001101101 : '
['8', '1', '4', 'gamma'] 001101111101001110000000111110110110000001101101 : '
['4', '2', '4', 'gamma'] 000000000001000100001111110110100110000001101101 : '
['5', '2', '4', 'gamma'] 111110111011010000001111110110100110000001101101 : '
['6', '2', '4', 'gamma'] 101001100001111100001111110110100110000001101101 : '
['7', '2', '4', 'gamma'] 011111101111110100001111110110100110000001101101 : '
['8', '2', '4', 'gamma'] 001101111101001100001111110110100110000001101101 : '
['4', '0', '5', 'gamma'] 000000000001000110111010100000011001111101000110 : '
['5', '0', '5', 'gamma'] 111110111011010010111010100000011001111101000110 : '
['6', '0', '5', 'gamma'] 101001100001111110111010100000011001111101000110 : '
['7', '0', '5', 'gamma'] 011111101111110110111010100000011001111101000110 : '
['8', '0', '5', 'gamma'] 001101111101001110111010100000011001111101000110 : '
['4', '1', '5', 'gamma'] 000000000001000110000000111110111001111101000110 : '
['5', '1', '5', 'gamma'] 111110111011010010000000111110111001111101000110 : '
['6', '1', '5', 'gamma'] 101001100001111110000000111110111001111101000110 : '
['7', '1', '5', 'gamma'] 011111101111110110000000111110111001111101000110 : '
['8', '1', '5', 'gamma'] 001101111101001110000000111110111001111101000110 : '
['4', '2', '5', 'gamma'] 000000000001000100001111110110101001111101000110 : '
['5', '2', '5', 'gamma'] 111110111011010000001111110110101001111101000110 : '
['6', '2', '5', 'gamma'] 101001100001111100001111110110101001111101000110 : '
['7', '2', '5', 'gamma'] 011111101111110100001111110110101001111101000110 : '
['8', '2', '5', 'gamma'] 001101111101001100001111110110101001111101000110 : '
['4', '0', '6', 'gamma'] 000000000001000110111010100000010100101100001111 : '
['5', '0', '6', 'gamma'] 111110111011010010111010100000010100101100001111 : '
['6', '0', '6', 'gamma'] 101001100001111110111010100000010100101100001111 : '
['7', '0', '6', 'gamma'] 011111101111110110111010100000010100101100001111 : '
['8', '0', '6', 'gamma'] 001101111101001110111010100000010100101100001111 : '
['4', '1', '6', 'gamma'] 000000000001000110000000111110110100101100001111 : '
['5', '1', '6', 'gamma'] 111110111011010010000000111110110100101100001111 : '
['6', '1', '6', 'gamma'] 101001100001111110000000111110110100101100001111 : '
['7', '1', '6', 'gamma'] 011111101111110110000000111110110100101100001111 : '
['8', '1', '6', 'gamma'] 001101111101001110000000111110110100101100001111 : '
['4', '2', '6', 'gamma'] 000000000001000100001111110110100100101100001111 : '
['5', '2', '6', 'gamma'] 111110111011010000001111110110100100101100001111 : '
['6', '2', '6', 'gamma'] 101001100001111100001111110110100100101100001111 : '
['7', '2', '6', 'gamma'] 011111101111110100001111110110100100101100001111 : '
['8', '2', '6', 'gamma'] 001101111101001100001111110110100100101100001111 : '
['4', '0', '7', 'gamma'] 000000000001000110111010100000011001010111001010 : '
['5', '0', '7', 'gamma'] 111110111011010010111010100000011001010111001010 : '
['6', '0', '7', 'gamma'] 101001100001111110111010100000011001010111001010 : '
['7', '0', '7', 'gamma'] 011111101111110110111010100000011001010111001010 : '
['8', '0', '7', 'gamma'] 001101111101001110111010100000011001010111001010 : '
['4', '1', '7', 'gamma'] 000000000001000110000000111110111001010111001010 : '
['5', '1', '7', 'gamma'] 111110111011010010000000111110111001010111001010 : '
['6', '1', '7', 'gamma'] 101001100001111110000000111110111001010111001010 : '
['7', '1', '7', 'gamma'] 011111101111110110000000111110111001010111001010 : '
['8', '1', '7', 'gamma'] 001101111101001110000000111110111001010111001010 : '
['4', '2', '7', 'gamma'] 000000000001000100001111110110101001010111001010 : '
['5', '2', '7', 'gamma'] 111110111011010000001111110110101001010111001010 : '
['6', '2', '7', 'gamma'] 101001100001111100001111110110101001010111001010 : '
['7', '2', '7', 'gamma'] 011111101111110100001111110110101001010111001010 : '
['8', '2', '7', 'gamma'] 001101111101001100001111110110101001010111001010 : '
['4', '0', '8', 'gamma'] 000000000001000110111010100000010010010110100001 : '
['5', '0', '8', 'gamma'] 111110111011010010111010100000010010010110100001 : '
['6', '0', '8', 'gamma'] 101001100001111110111010100000010010010110100001 : '
['7', '0', '8', 'gamma'] 011111101111110110111010100000010010010110100001 : '
['8', '0', '8', 'gamma'] 001101111101001110111010100000010010010110100001 : '
['4', '1', '8', 'gamma'] 000000000001000110000000111110110010010110100001 : '
['5', '1', '8', 'gamma'] 111110111011010010000000111110110010010110100001 : '
['6', '1', '8', 'gamma'] 101001100001111110000000111110110010010110100001 : '
['7', '1', '8', 'gamma'] 011111101111110110000000111110110010010110100001 : '
['8', '1', '8', 'gamma'] 001101111101001110000000111110110010010110100001 : '
['4', '2', '8', 'gamma'] 000000000001000100001111110110100010010110100001 : '
['5', '2', '8', 'gamma'] 111110111011010000001111110110100010010110100001 : '
['6', '2', '8', 'gamma'] 101001100001111100001111110110100010010110100001 : '
['7', '2', '8', 'gamma'] 011111101111110100001111110110100010010110100001 : '
['8', '2', '8', 'gamma'] 001101111101001100001111110110100010010110100001 : '
['4', '0', '9', 'gamma'] 000000000001000110111010100000010100010010001100 : '
['5', '0', '9', 'gamma'] 111110111011010010111010100000010100010010001100 : '
['6', '0', '9', 'gamma'] 101001100001111110111010100000010100010010001100 : '
['7', '0', '9', 'gamma'] 011111101111110110111010100000010100010010001100 : '
['8', '0', '9', 'gamma'] 001101111101001110111010100000010100010010001100 : '
['4', '1', '9', 'gamma'] 000000000001000110000000111110110100010010001100 : '
['5', '1', '9', 'gamma'] 111110111011010010000000111110110100010010001100 : '
['6', '1', '9', 'gamma'] 101001100001111110000000111110110100010010001100 : '
['7', '1', '9', 'gamma'] 011111101111110110000000111110110100010010001100 : '
['8', '1', '9', 'gamma'] 001101111101001110000000111110110100010010001100 : '
['4', '2', '9', 'gamma'] 000000000001000100001111110110100100010010001100 : '
['5', '2', '9', 'gamma'] 111110111011010000001111110110100100010010001100 : '
['6', '2', '9', 'gamma'] 101001100001111100001111110110100100010010001100 : '
['7', '2', '9', 'gamma'] 011111101111110100001111110110100100010010001100 : '
['8', '2', '9', 'gamma'] 001101111101001100001111110110100100010010001100 : '
['3', '0', '6', 'gamma'] 000001101000000110111010100000010100101100001111 : '
['3', '1', '6', 'gamma'] 000001101000000110000000111110110100101100001111 : '
['3', '2', '6', 'gamma'] 000001101000000100001111110110100100101100001111 : '
['3', '12', '6', 'gamma'] 000001101000000110110100100110010100101100001111 : '
['3', '0', '7', 'gamma'] 000001101000000110111010100000011001010111001010 : '
['3', '1', '7', 'gamma'] 000001101000000110000000111110111001010111001010 : '
['3', '2', '7', 'gamma'] 000001101000000100001111110110101001010111001010 : '
['3', '12', '7', 'gamma'] 000001101000000110110100100110011001010111001010 : '
['3', '0', '8', 'gamma'] 000001101000000110111010100000010010010110100001 : '
['3', '1', '8', 'gamma'] 000001101000000110000000111110110010010110100001 : '
['3', '2', '8', 'gamma'] 000001101000000100001111110110100010010110100001 : '
['3', '12', '8', 'gamma'] 000001101000000110110100100110010010010110100001 : '
['3', '0', '9', 'gamma'] 000001101000000110111010100000010100010010001100 : '
['3', '1', '9', 'gamma'] 000001101000000110000000111110110100010010001100 : '
['3', '2', '9', 'gamma'] 000001101000000100001111110110100100010010001100 : '
['3', '12', '9', 'gamma'] 000001101000000110110100100110010100010010001100 : '
['3', '0', '10', 'gamma'] 000001101000000110111010100000010011001110110010 : '
['3', '1', '10', 'gamma'] 000001101000000110000000111110110011001110110010 : '
['3', '2', '10', 'gamma'] 000001101000000100001111110110100011001110110010 : '
['3', '3', '10', 'gamma'] 000001101000000101111000001100110011001110110010 : '
['3', '4', '10', 'gamma'] 000001101000000101101111110110010011001110110010 : '
['3', '5', '10', 'gamma'] 000001101000000110110001110011100011001110110010 : '
['3', '6', '10', 'gamma'] 000001101000000110100100101111010011001110110010 : '
['3', '7', '10', 'gamma'] 000001101000000101110001001001110011001110110010 : '
['3', '8', '10', 'gamma'] 000001101000000111110011011001010011001110110010 : '
['3', '9', '10', 'gamma'] 000001101000000110011101100001000011001110110010 : '
['3', '10', '10', 'gamma'] 000001101000000110110101011011100011001110110010 : '
['3', '11', '10', 'gamma'] 000001101000000110111000011110110011001110110010 : '
['3', '12', '10', 'gamma'] 000001101000000110110100100110010011001110110010 : '
['3', '0', '11', 'gamma'] 000001101000000110111010100000010000111110100010 : '
['3', '1', '11', 'gamma'] 000001101000000110000000111110110000111110100010 : '
['3', '2', '11', 'gamma'] 000001101000000100001111110110100000111110100010 : '
['3', '3', '11', 'gamma'] 000001101000000101111000001100110000111110100010 : '
['3', '4', '11', 'gamma'] 000001101000000101101111110110010000111110100010 : '
['3', '5', '11', 'gamma'] 000001101000000110110001110011100000111110100010 : '
['3', '6', '11', 'gamma'] 000001101000000110100100101111010000111110100010 : '
['3', '7', '11', 'gamma'] 000001101000000101110001001001110000111110100010 : '
['3', '8', '11', 'gamma'] 000001101000000111110011011001010000111110100010 : '
['3', '9', '11', 'gamma'] 000001101000000110011101100001000000111110100010 : '
['3', '10', '11', 'gamma'] 000001101000000110110101011011100000111110100010 : '
['3', '11', '11', 'gamma'] 000001101000000110111000011110110000111110100010 : '
['3', '12', '11', 'gamma'] 000001101000000110110100100110010000111110100010 : '
['3', '0', '12', 'gamma'] 000001101000000110111010100000010101100000100100 : '
['3', '1', '12', 'gamma'] 000001101000000110000000111110110101100000100100 : '
['3', '2', '12', 'gamma'] 000001101000000100001111110110100101100000100100 : '
['3', '3', '12', 'gamma'] 000001101000000101111000001100110101100000100100 : '
['3', '4', '12', 'gamma'] 000001101000000101101111110110010101100000100100 : '
['3', '5', '12', 'gamma'] 000001101000000110110001110011100101100000100100 : '
['3', '6', '12', 'gamma'] 000001101000000110100100101111010101100000100100 : '
['3', '7', '12', 'gamma'] 000001101000000101110001001001110101100000100100 : '
['3', '8', '12', 'gamma'] 000001101000000111110011011001010101100000100100 : '
['3', '9', '12', 'gamma'] 000001101000000110011101100001000101100000100100 : '
['3', '10', '12', 'gamma'] 000001101000000110110101011011100101100000100100 : '
['3', '11', '12', 'gamma'] 000001101000000110111000011110110101100000100100 : '
['3', '12', '12', 'gamma'] 000001101000000110110100100110010101100000100100 : '
['3', '1', '4', 'gamma'] 000001101000000110000000111110110110000001101101 : '
['3', '2', '4', 'hotel'] 000001101000000100001111110110100110000001101101 : '
['9', '2', '4', 'hotel'] 000101001000100100001111110110100110000001101101 : '
['10', '2', '4', 'hotel'] 001011100010110000001111110110100110000001101101 : '
['11', '2', '4', 'hotel'] 101000111001110000001111110110100110000001101101 : '
['12', '2', '4', 'hotel'] 011100010111100000001111110110100110000001101101 : '
['2', '0', '5', 'hotel'] 100100000000000010111010100000011001111101000110 : '
['3', '0', '5', 'hotel'] 000001101000000110111010100000011001111101000110 : '
['2', '1', '5', 'hotel'] 100100000000000010000000111110111001111101000110 : '
['3', '1', '5', 'hotel'] 000001101000000110000000111110111001111101000110 : '
['2', '2', '5', 'hotel'] 100100000000000000001111110110101001111101000110 : '
['3', '2', '5', 'hotel'] 000001101000000100001111110110101001111101000110 : '
['2', '0', '6', 'hotel'] 100100000000000010111010100000010100101100001111 : '
['2', '1', '6', 'hotel'] 100100000000000010000000111110110100101100001111 : '
['2', '2', '6', 'hotel'] 100100000000000000001111110110100100101100001111 : '
['2', '0', '7', 'hotel'] 100100000000000010111010100000011001010111001010 : '
['2', '1', '7', 'hotel'] 100100000000000010000000111110111001010111001010 : '
['2', '2', '7', 'hotel'] 100100000000000000001111110110101001010111001010 : '
['2', '0', '8', 'hotel'] 100100000000000010111010100000010010010110100001 : '
['2', '1', '8', 'hotel'] 100100000000000010000000111110110010010110100001 : '
['2', '2', '8', 'hotel'] 100100000000000000001111110110100010010110100001 : '
['2', '0', '9', 'hotel'] 100100000000000010111010100000010100010010001100 : '
['2', '1', '9', 'hotel'] 100100000000000010000000111110110100010010001100 : '
['2', '2', '9', 'hotel'] 100100000000000000001111110110100100010010001100 : '
['2', '0', '10', 'hotel'] 100100000000000010111010100000010011001110110010 : '
['4', '0', '10', 'hotel'] 000000000001000110111010100000010011001110110010 : '
['5', '0', '10', 'hotel'] 111110111011010010111010100000010011001110110010 : '
['6', '0', '10', 'hotel'] 101001100001111110111010100000010011001110110010 : '
['7', '0', '10', 'hotel'] 011111101111110110111010100000010011001110110010 : '
['8', '0', '10', 'hotel'] 001101111101001110111010100000010011001110110010 : '
['2', '1', '10', 'hotel'] 100100000000000010000000111110110011001110110010 : '
['4', '1', '10', 'hotel'] 000000000001000110000000111110110011001110110010 : '
['5', '1', '10', 'hotel'] 111110111011010010000000111110110011001110110010 : '
['6', '1', '10', 'hotel'] 101001100001111110000000111110110011001110110010 : '
['7', '1', '10', 'hotel'] 011111101111110110000000111110110011001110110010 : '
['8', '1', '10', 'hotel'] 001101111101001110000000111110110011001110110010 : '
['2', '2', '10', 'hotel'] 100100000000000000001111110110100011001110110010 : '
['4', '2', '10', 'hotel'] 000000000001000100001111110110100011001110110010 : '
['5', '2', '10', 'hotel'] 111110111011010000001111110110100011001110110010 : '
['6', '2', '10', 'hotel'] 101001100001111100001111110110100011001110110010 : '
['7', '2', '10', 'hotel'] 011111101111110100001111110110100011001110110010 : '
['8', '2', '10', 'hotel'] 001101111101001100001111110110100011001110110010 : '
['2', '3', '10', 'hotel'] 100100000000000001111000001100110011001110110010 : '
['4', '3', '10', 'hotel'] 000000000001000101111000001100110011001110110010 : '
['5', '3', '10', 'hotel'] 111110111011010001111000001100110011001110110010 : '
['6', '3', '10', 'hotel'] 101001100001111101111000001100110011001110110010 : '
['7', '3', '10', 'hotel'] 011111101111110101111000001100110011001110110010 : '
['8', '3', '10', 'hotel'] 001101111101001101111000001100110011001110110010 : '
['2', '4', '10', 'hotel'] 100100000000000001101111110110010011001110110010 : '
['4', '4', '10', 'hotel'] 000000000001000101101111110110010011001110110010 : '
['5', '4', '10', 'hotel'] 111110111011010001101111110110010011001110110010 : '
['6', '4', '10', 'hotel'] 101001100001111101101111110110010011001110110010 : '
['7', '4', '10', 'hotel'] 011111101111110101101111110110010011001110110010 : '
['8', '4', '10', 'hotel'] 001101111101001101101111110110010011001110110010 : '
['2', '5', '10', 'hotel'] 100100000000000010110001110011100011001110110010 : '
['4', '5', '10', 'hotel'] 000000000001000110110001110011100011001110110010 : '
['5', '5', '10', 'hotel'] 111110111011010010110001110011100011001110110010 : '
['6', '5', '10', 'hotel'] 101001100001111110110001110011100011001110110010 : '
['7', '5', '10', 'hotel'] 011111101111110110110001110011100011001110110010 : '
['8', '5', '10', 'hotel'] 001101111101001110110001110011100011001110110010 : '
['2', '6', '10', 'hotel'] 100100000000000010100100101111010011001110110010 : '
['4', '6', '10', 'hotel'] 000000000001000110100100101111010011001110110010 : '
['5', '6', '10', 'hotel'] 111110111011010010100100101111010011001110110010 : '
['6', '6', '10', 'hotel'] 101001100001111110100100101111010011001110110010 : '
['7', '6', '10', 'hotel'] 011111101111110110100100101111010011001110110010 : '
['8', '6', '10', 'hotel'] 001101111101001110100100101111010011001110110010 : '
['2', '7', '10', 'hotel'] 100100000000000001110001001001110011001110110010 : '
['4', '7', '10', 'hotel'] 000000000001000101110001001001110011001110110010 : '
['5', '7', '10', 'hotel'] 111110111011010001110001001001110011001110110010 : '
['6', '7', '10', 'hotel'] 101001100001111101110001001001110011001110110010 : '
['7', '7', '10', 'hotel'] 011111101111110101110001001001110011001110110010 : '
['8', '7', '10', 'hotel'] 001101111101001101110001001001110011001110110010 : '
['2', '8', '10', 'hotel'] 100100000000000011110011011001010011001110110010 : '
['4', '8', '10', 'hotel'] 000000000001000111110011011001010011001110110010 : '
['5', '8', '10', 'hotel'] 111110111011010011110011011001010011001110110010 : '
['6', '8', '10', 'hotel'] 101001100001111111110011011001010011001110110010 : '
['7', '8', '10', 'hotel'] 011111101111110111110011011001010011001110110010 : '
['8', '8', '10', 'hotel'] 001101111101001111110011011001010011001110110010 : '
['2', '9', '10', 'hotel'] 100100000000000010011101100001000011001110110010 : '
['4', '9', '10', 'hotel'] 000000000001000110011101100001000011001110110010 : '
['5', '9', '10', 'hotel'] 111110111011010010011101100001000011001110110010 : '
['6', '9', '10', 'hotel'] 101001100001111110011101100001000011001110110010 : '
['7', '9', '10', 'hotel'] 011111101111110110011101100001000011001110110010 : '
['8', '9', '10', 'hotel'] 001101111101001110011101100001000011001110110010 : '
['2', '10', '10', 'hotel'] 100100000000000010110101011011100011001110110010 : '
['4', '10', '10', 'hotel'] 000000000001000110110101011011100011001110110010 : '
['5', '10', '10', 'hotel'] 111110111011010010110101011011100011001110110010 : '
['6', '10', '10', 'hotel'] 101001100001111110110101011011100011001110110010 : '
['7', '10', '10', 'hotel'] 011111101111110110110101011011100011001110110010 : '
['8', '10', '10', 'hotel'] 001101111101001110110101011011100011001110110010 : '
['2', '11', '10', 'hotel'] 100100000000000010111000011110110011001110110010 : '
['4', '11', '10', 'hotel'] 000000000001000110111000011110110011001110110010 : '
['5', '11', '10', 'hotel'] 111110111011010010111000011110110011001110110010 : '
['6', '11', '10', 'hotel'] 101001100001111110111000011110110011001110110010 : '
['7', '11', '10', 'hotel'] 011111101111110110111000011110110011001110110010 : '
['8', '11', '10', 'hotel'] 001101111101001110111000011110110011001110110010 : '
['5', '2', '11', 'gamma'] 111110111011010000001111110110100000111110100010 : '
['0', '1', '4', 'alpha'] 010010011111101010000000111110110110000001101101 : '
['1', '1', '4', 'alpha'] 100001010101100110000000111110110110000001101101 : '
['2', '1', '4', 'alpha'] 100100000000000010000000111110110110000001101101 : '
['9', '1', '4', 'alpha'] 000101001000100110000000111110110110000001101101 : '
['0', '2', '4', 'alpha'] 010010011111101000001111110110100110000001101101 : '
['1', '2', '4', 'alpha'] 100001010101100100001111110110100110000001101101 : '
['2', '2', '4', 'alpha'] 100100000000000000001111110110100110000001101101 : '
['0', '12', '4', 'alpha'] 010010011111101010110100100110010110000001101101 : '
['1', '12', '4', 'alpha'] 100001010101100110110100100110010110000001101101 : '
['2', '12', '4', 'alpha'] 100100000000000010110100100110010110000001101101 : '
['3', '12', '4', 'alpha'] 000001101000000110110100100110010110000001101101 : '
['4', '12', '4', 'alpha'] 000000000001000110110100100110010110000001101101 : '
['5', '12', '4', 'alpha'] 111110111011010010110100100110010110000001101101 : '
['6', '12', '4', 'alpha'] 101001100001111110110100100110010110000001101101 : '
['7', '12', '4', 'alpha'] 011111101111110110110100100110010110000001101101 : '
['8', '12', '4', 'alpha'] 001101111101001110110100100110010110000001101101 : '
['9', '12', '4', 'alpha'] 000101001000100110110100100110010110000001101101 : '
['4', '2', '0', 'beta'] 000000000001000100001111110110100100011101000111 : '
['3', '0', '2', 'beta'] 000001101000000110111010100000010010001000000010 : '
['3', '0', '3', 'beta'] 000001101000000110111010100000011000110111010110 : '
['3', '0', '4', 'beta'] 000001101000000110111010100000010110000001101101 : '
['1', '0', '1', 'beta'] 100001010101100110111010100000011101110110000000 : '
['1', '1', '1', 'beta'] 100001010101100110000000111110111101110110000000 : '
['1', '2', '1', 'beta'] 100001010101100100001111110110101101110110000000 : '
['1', '3', '1', 'beta'] 100001010101100101111000001100111101110110000000 : '
['1', '10', '1', 'beta'] 100001010101100110110101011011101101110110000000 : '
['1', '0', '2', 'beta'] 100001010101100110111010100000010010001000000010 : '
['1', '1', '2', 'beta'] 100001010101100110000000111110110010001000000010 : '
['1', '2', '2', 'beta'] 100001010101100100001111110110100010001000000010 : '
['1', '3', '2', 'beta'] 100001010101100101111000001100110010001000000010 : '
['1', '4', '2', 'beta'] 100001010101100101101111110110010010001000000010 : '
['1', '5', '2', 'beta'] 100001010101100110110001110011100010001000000010 : '
['1', '6', '2', 'beta'] 100001010101100110100100101111010010001000000010 : '
['1', '7', '2', 'beta'] 100001010101100101110001001001110010001000000010 : '
['1', '8', '2', 'beta'] 100001010101100111110011011001010010001000000010 : '
['1', '9', '2', 'beta'] 100001010101100110011101100001000010001000000010 : '
['1', '10', '2', 'beta'] 100001010101100110110101011011100010001000000010 : '
['1', '0', '3', 'beta'] 100001010101100110111010100000011000110111010110 : '
['1', '1', '3', 'beta'] 100001010101100110000000111110111000110111010110 : '
['1', '2', '3', 'beta'] 100001010101100100001111110110101000110111010110 : '
['1', '0', '4', 'beta'] 100001010101100110111010100000010110000001101101 : '
['1', '0', '5', 'beta'] 100001010101100110111010100000011001111101000110 : '
['1', '1', '5', 'beta'] 100001010101100110000000111110111001111101000110 : '
['1', '2', '5', 'beta'] 100001010101100100001111110110101001111101000110 : '
['1', '0', '6', 'beta'] 100001010101100110111010100000010100101100001111 : '
['1', '1', '6', 'beta'] 100001010101100110000000111110110100101100001111 : '
['1', '2', '6', 'beta'] 100001010101100100001111110110100100101100001111 : '
['1', '0', '7', 'beta'] 100001010101100110111010100000011001010111001010 : '
['1', '1', '7', 'beta'] 100001010101100110000000111110111001010111001010 : '
['1', '2', '7', 'beta'] 100001010101100100001111110110101001010111001010 : '
['1', '0', '8', 'beta'] 100001010101100110111010100000010010010110100001 : '
['1', '1', '8', 'beta'] 100001010101100110000000111110110010010110100001 : '
['1', '2', '8', 'beta'] 100001010101100100001111110110100010010110100001 : '
['1', '0', '9', 'beta'] 100001010101100110111010100000010100010010001100 : '
['1', '1', '9', 'beta'] 100001010101100110000000111110110100010010001100 : '
['1', '2', '9', 'beta'] 100001010101100100001111110110100100010010001100 : '
['1', '0', '10', 'beta'] 100001010101100110111010100000010011001110110010 : '
['1', '1', '10', 'beta'] 100001010101100110000000111110110011001110110010 : '
['1', '2', '10', 'beta'] 100001010101100100001111110110100011001110110010 : '
['1', '3', '10', 'beta'] 100001010101100101111000001100110011001110110010 : '
['1', '4', '10', 'beta'] 100001010101100101101111110110010011001110110010 : '
['1', '5', '10', 'beta'] 100001010101100110110001110011100011001110110010 : '
['1', '6', '10', 'beta'] 100001010101100110100100101111010011001110110010 : '
['1', '7', '10', 'beta'] 100001010101100101110001001001110011001110110010 : '
['1', '8', '10', 'beta'] 100001010101100111110011011001010011001110110010 : '
['1', '9', '10', 'beta'] 100001010101100110011101100001000011001110110010 : '
['1', '10', '10', 'beta'] 100001010101100110110101011011100011001110110010 : '
['1', '0', '11', 'beta'] 100001010101100110111010100000010000111110100010 : '
['1', '1', '11', 'beta'] 100001010101100110000000111110110000111110100010 : '
['1', '2', '11', 'beta'] 100001010101100100001111110110100000111110100010 : '
['1', '3', '11', 'beta'] 100001010101100101111000001100110000111110100010 : '
['1', '4', '11', 'beta'] 100001010101100101101111110110010000111110100010 : '
['1', '5', '11', 'beta'] 100001010101100110110001110011100000111110100010 : '
['1', '6', '11', 'beta'] 100001010101100110100100101111010000111110100010 : '
['1', '7', '11', 'beta'] 100001010101100101110001001001110000111110100010 : '
['1', '8', '11', 'beta'] 100001010101100111110011011001010000111110100010 : '
['1', '9', '11', 'beta'] 100001010101100110011101100001000000111110100010 : '
['1', '10', '11', 'beta'] 100001010101100110110101011011100000111110100010 : '
['1', '0', '12', 'beta'] 100001010101100110111010100000010101100000100100 : '
['1', '1', '12', 'beta'] 100001010101100110000000111110110101100000100100 : '
['1', '2', '12', 'beta'] 100001010101100100001111110110100101100000100100 : '
['1', '3', '12', 'beta'] 100001010101100101111000001100110101100000100100 : '
['1', '4', '12', 'beta'] 100001010101100101101111110110010101100000100100 : '
['1', '5', '12', 'beta'] 100001010101100110110001110011100101100000100100 : '
['1', '6', '12', 'beta'] 100001010101100110100100101111010101100000100100 : '
['1', '7', '12', 'beta'] 100001010101100101110001001001110101100000100100 : '
['1', '8', '12', 'beta'] 100001010101100111110011011001010101100000100100 : '
['1', '9', '12', 'beta'] 100001010101100110011101100001000101100000100100 : '
['1', '10', '12', 'beta'] 100001010101100110110101011011100101100000100100 : '
['0', '1', '5', 'gamma'] 010010011111101010000000111110111001111101000110 : '
['0', '2', '5', 'gamma'] 010010011111101000001111110110101001111101000110 : '
['0', '1', '6', 'gamma'] 010010011111101010000000111110110100101100001111 : '
['0', '2', '6', 'gamma'] 010010011111101000001111110110100100101100001111 : '
['0', '1', '7', 'gamma'] 010010011111101010000000111110111001010111001010 : '
['0', '2', '7', 'gamma'] 010010011111101000001111110110101001010111001010 : '
['0', '1', '8', 'gamma'] 010010011111101010000000111110110010010110100001 : '
['0', '2', '8', 'gamma'] 010010011111101000001111110110100010010110100001 : '
['0', '1', '9', 'gamma'] 010010011111101010000000111110110100010010001100 : '
['0', '2', '9', 'gamma'] 010010011111101000001111110110100100010010001100 : '
['2', '1', '1', 'gamma'] 100100000000000010000000111110111101110110000000 : '
['2', '2', '1', 'gamma'] 100100000000000000001111110110101101110110000000 : '
['2', '3', '1', 'gamma'] 100100000000000001111000001100111101110110000000 : '
['2', '1', '2', 'gamma'] 100100000000000010000000111110110010001000000010 : '
